sqft_living,grade,sqft_above,sqft_living15,bathrooms,price
1190,7,1190,1630,2.25,445000.0
2300,9,2300,2480,2.5,510000.0
1360,7,1360,1540,1.0,330000.0
1500,6,750,1050,1.0,270000.0
1610,7,1230,1180,2.0,495000.0
1420,7,1420,1420,1.75,225000.0
1750,7,1050,1750,1.5,716528.0
1510,7,1510,1520,2.5,260000.0
2330,8,2330,2430,2.5,471000.0
2690,8,1930,2080,3.5,690000.0
1700,7,1700,1460,1.5,548000.0
1020,7,880,1580,1.0,505000.0
1160,7,1160,1220,1.0,325000.0
2450,8,2450,2410,2.25,682000.0
2010,8,2010,2240,2.25,605000.0
1370,8,1370,1370,1.75,276200.0
1370,7,1370,1220,1.0,530000.0
1990,7,1440,1670,3.0,245000.0
2790,9,2790,2890,2.5,654950.0
780,6,780,1860,1.0,221900.0
2240,8,1340,1930,2.0,466000.0
2210,8,2210,2570,2.0,383150.0
1390,7,1050,1810,1.0,657100.0
1800,8,1800,2290,2.0,539000.0
3320,8,1660,2330,3.0,400000.0
1960,6,980,1160,2.5,215000.0
850,7,850,1450,1.0,489000.0
2980,10,2980,3080,2.5,649000.0
1980,8,1320,2310,1.75,700000.0
790,6,790,1470,1.0,268500.0
1800,7,1800,2106,2.5,515000.0
2260,9,2260,2650,2.0,685000.0
800,7,800,1320,1.5,305000.0
2490,8,2090,2910,2.0,950000.0
1610,7,1610,1834,2.5,292500.0
1850,7,1100,2260,1.75,270000.0
1850,7,1100,2260,1.75,450000.0
1920,7,1920,1600,1.0,535000.0
1740,8,1740,1910,2.5,550000.0
1430,8,980,2210,2.25,457500.0
1420,6,1420,1200,1.5,136500.0
1420,6,1420,1200,1.5,224097.0
1560,7,1560,1360,2.5,254000.0
2030,7,1230,1830,2.25,335000.0
3280,9,3280,3360,2.5,594950.0
1360,8,1360,1570,1.75,350000.0
1180,7,1180,1220,1.0,169950.0
1940,8,1340,2080,2.5,432500.0
1300,7,1300,1350,1.75,440000.0
1650,7,1650,1510,2.25,233703.0
1140,7,1140,1150,1.5,310000.0
2540,10,2540,2870,2.5,735000.0
3440,10,3440,2560,2.75,730000.0
1800,7,1200,980,1.75,257000.0
1260,8,1260,1330,2.25,485000.0
2370,8,1440,3280,2.25,899000.0
1520,7,1520,1560,1.0,279000.0
1750,7,1050,1640,2.0,225000.0
2680,8,1880,2280,1.5,1355000.0
1590,7,1590,1590,2.5,355000.0
1560,7,1560,2080,1.75,382500.0
2000,8,2000,1930,2.5,324360.0
2380,8,2380,2320,1.75,315000.0
2230,7,2230,1870,1.0,426000.0
2820,8,2820,2610,2.5,395000.0
1570,5,1570,1330,1.0,212644.0
1845,8,1845,2100,3.0,510000.0
830,6,830,1160,1.0,85000.0
830,6,830,1160,1.0,235000.0
2030,8,2030,2030,2.5,295000.0
1430,7,1430,1740,2.5,720001.0
1510,6,860,1510,1.0,313950.0
1510,6,860,1510,1.0,415000.0
1610,8,1610,2010,1.75,305000.0
1600,8,1250,1540,1.5,625000.0
1420,7,1420,1530,1.0,490000.0
1660,8,1660,1490,2.0,269950.0
4230,8,3230,2660,4.0,2700000.0
3310,9,2910,1440,3.0,829000.0
2470,7,2470,2490,2.5,635000.0
1040,7,1040,1510,1.0,217500.0
1850,7,1050,1450,1.75,270000.0
4610,8,2790,2160,3.0,1245000.0
2480,8,2480,2270,2.5,480000.0
2130,8,1170,2020,1.75,575000.0
2350,7,2350,2014,2.75,426950.0
920,6,920,1010,1.0,125000.0
920,6,920,1010,1.0,208000.0
1780,7,900,1550,2.0,325000.0
2690,8,2690,1840,4.0,597157.0
3010,8,3010,2140,2.5,728725.0
3180,8,1910,2440,2.0,708000.0
4120,11,4120,4390,3.0,1300000.0
1280,7,1280,1320,1.0,405000.0
1690,7,1400,1820,2.75,550000.0
2320,7,2320,2060,2.5,451000.0
3090,8,3090,2790,3.75,540500.0
5050,11,5050,4570,3.5,1025000.0
1640,7,950,1360,1.0,218000.0
2170,8,1540,2040,2.25,562000.0
3140,8,2280,1910,2.5,401500.0
1090,7,1090,1090,1.0,196700.0
1930,8,1480,2320,1.75,583000.0
2100,7,1400,2200,2.5,309900.0
3110,9,3110,3080,3.0,485000.0
930,6,930,1210,1.0,465000.0
2050,8,2050,2010,2.25,595000.0
1160,6,1160,1160,1.0,254000.0
1820,7,1820,1950,2.75,488500.0
2110,8,2110,2040,2.5,260000.0
870,6,870,1350,1.0,166000.0
1080,6,1080,2080,1.5,440000.0
1260,6,1260,1260,2.0,375000.0
900,6,780,1270,1.0,529500.0
750,6,750,1470,1.0,338000.0
1800,8,1340,2000,2.25,335620.0
2220,9,1690,2110,2.25,464000.0
1390,6,1390,1290,1.0,354000.0
2160,8,1660,1230,3.5,601000.0
1840,8,1370,1870,2.25,285000.0
1690,7,1690,1540,2.0,462500.0
2650,8,2650,2340,2.5,350000.0
1120,7,1120,1480,1.0,329000.0
2500,7,1320,1460,2.5,312500.0
2220,7,2220,2220,2.5,370000.0
1260,7,1260,1460,1.75,399900.0
1480,6,1480,1200,1.0,398000.0
930,7,830,1920,1.5,550500.0
2780,8,1870,1700,2.75,709000.0
2770,7,1700,1720,2.75,402000.0
1530,7,1530,1800,1.5,450000.0
2140,8,1440,2060,2.25,524000.0
4600,10,2400,3740,2.75,800000.0
1760,7,1230,1180,1.0,185000.0
1760,7,1230,1180,1.0,365000.0
3110,9,3110,2850,2.5,925000.0
2260,8,1520,2530,1.75,714000.0
1460,7,1460,1620,2.0,495000.0
2050,7,1230,1760,2.25,535000.0
2340,8,2340,2650,2.5,880000.0
1230,6,1230,850,1.5,150000.0
1880,8,1420,2060,2.25,554500.0
1280,7,1280,980,1.75,520000.0
3660,9,3660,3625,2.75,839990.0
1650,7,1650,1650,2.5,500000.0
1960,6,1960,1650,1.0,305000.0
1580,7,1580,1610,2.5,247800.0
2490,8,2490,2690,2.5,344200.0
2000,8,2000,2040,2.5,459950.0
1550,7,1550,1500,1.75,229900.0
2820,8,1950,2890,2.25,750000.0
2600,9,1840,2250,2.5,509000.0
2200,8,1640,3250,1.0,680000.0
2500,7,1490,1960,2.5,661500.0
1270,7,1270,1140,1.0,370000.0
2900,8,2410,2620,2.75,785000.0
840,7,840,1250,1.0,355000.0
1940,7,970,960,2.0,446000.0
3490,8,3490,3070,3.5,830000.0
1940,8,1940,1940,2.5,324000.0
2490,8,2490,2030,2.25,500000.0
1390,7,1390,2290,1.0,745000.0
3940,8,2620,1790,2.5,1197000.0
1760,8,1130,1760,2.5,385000.0
2560,8,1510,1980,2.25,565000.0
2300,8,1420,2010,2.5,465000.0
1770,8,1770,1860,3.25,401000.0
2310,8,1630,2350,1.75,385000.0
2310,8,2310,2230,2.5,395000.0
2000,6,2000,960,1.5,245000.0
1540,7,890,1540,2.0,500000.0
2590,7,1750,1820,1.75,334000.0
980,7,980,2100,1.0,550000.0
1730,7,1180,1830,1.0,216000.0
3070,8,2510,2220,2.5,340500.0
2100,8,2100,2000,2.25,375000.0
2080,8,1580,2175,2.75,600000.0
1890,7,1250,1870,1.75,375000.0
2000,7,1450,1430,1.75,536500.0
3030,8,1760,2810,3.0,599900.0
1110,7,1110,1670,1.5,750000.0
1650,7,1170,1690,1.0,355000.0
1410,7,910,1330,2.0,590000.0
2140,7,1070,1560,1.0,680000.0
1860,8,1860,2420,2.5,429000.0
1170,7,1170,1560,1.0,581000.0
980,7,980,1470,1.5,463800.0
7400,13,6290,6110,5.5,2983000.0
1650,8,1650,1740,1.75,443000.0
1480,7,1180,1690,2.5,276200.0
4060,9,2960,1730,3.5,630000.0
1370,7,1370,1560,1.75,570000.0
2480,10,2380,3030,2.25,979700.0
2030,8,1730,1980,2.5,730000.0
2200,7,1100,1780,2.25,268450.0
1770,7,1270,1690,1.75,490000.0
2550,8,1750,2180,2.5,808000.0
1250,7,1250,1660,1.0,350000.0
2390,8,1390,2210,1.75,695000.0
5730,11,4280,3310,2.5,1228000.0
1120,7,1120,2330,1.0,309950.0
1270,6,650,1200,1.0,134000.0
2390,10,2390,2630,2.5,645500.0
1760,7,1540,1760,2.0,750000.0
2560,9,2110,2690,2.5,1399000.0
1820,7,1100,1700,1.75,344900.0
1840,8,1840,1910,3.25,601450.0
1810,8,1700,1470,2.0,575000.0
2470,7,1570,2600,1.75,405000.0
2520,9,2520,2330,2.75,518000.0
1600,7,1600,1580,1.0,265000.0
1280,6,1280,1060,1.0,180000.0
1590,7,1590,1580,2.5,285000.0
2000,7,1000,1440,2.75,433000.0
1780,8,1350,2180,1.75,399000.0
1700,7,1700,1700,2.5,565000.0
1970,7,1970,2240,1.5,406500.0
1940,7,1090,1700,1.75,420000.0
3290,8,2290,1790,3.5,965000.0
3500,10,2460,3160,3.5,1375000.0
3260,8,3260,2070,2.25,353950.0
4230,10,3860,2980,3.25,847700.0
1590,6,1090,1370,1.0,185000.0
1010,7,1010,1290,1.5,269000.0
1820,7,1340,1900,1.75,422800.0
870,7,870,1240,1.0,379950.0
1620,7,1200,1540,2.0,525000.0
3980,9,3980,2220,3.5,810000.0
1630,6,1630,1190,1.0,209950.0
1230,8,1010,1610,2.0,439950.0
3510,8,2210,2530,2.0,554820.0
2160,7,2160,2160,2.5,359000.0
1020,6,1020,1160,1.0,242500.0
1590,7,1590,1600,1.75,330000.0
3440,10,2190,3470,2.25,740000.0
3020,7,3020,1350,1.0,630000.0
2280,8,1360,2280,1.75,750000.0
2790,9,2790,2790,2.5,695000.0
580,5,580,1570,0.5,109000.0
2030,7,1080,2210,1.5,389000.0
850,6,850,1630,1.0,447000.0
2480,7,2480,2400,2.0,1200000.0
1010,7,1010,1080,1.75,315000.0
2420,10,2420,2500,2.5,640000.0
2180,9,2180,2300,2.25,570000.0
1830,8,1830,1530,2.75,495000.0
2040,7,1200,1530,2.75,449500.0
2640,9,1840,2010,2.75,1084500.0
1060,7,1060,1530,1.0,294950.0
1640,7,1040,2080,1.0,170500.0
1190,6,1190,1060,1.0,312000.0
2180,8,2180,2090,2.5,350000.0
2120,9,2120,2140,2.5,690000.0
2210,7,2210,1770,2.5,375000.0
2510,9,2510,2600,2.5,575000.0
2500,8,1600,2290,2.25,646000.0
1560,7,1560,1510,2.5,239950.0
2510,7,1710,1270,2.5,400000.0
3060,8,3060,2180,1.75,455000.0
1310,7,1310,1310,2.0,240000.0
4260,11,3280,4260,4.0,3400000.0
2500,7,1680,1550,2.0,695000.0
670,6,670,710,1.0,304950.0
1840,8,1140,1670,1.75,650000.0
1480,7,1480,1480,1.75,402500.0
2420,7,2420,2420,2.5,482000.0
1820,7,1120,1920,2.0,655000.0
1940,7,1940,1940,2.75,577000.0
1630,7,1630,1660,2.5,350000.0
2520,8,1680,2300,2.25,415000.0
2120,7,2120,2000,2.5,396400.0
2490,9,2490,2870,2.5,654300.0
3410,10,3410,3350,2.5,774950.0
2380,8,2380,2112,2.0,855000.0
2490,8,1670,2310,2.5,1145000.0
1240,7,1240,1520,2.5,330000.0
1900,7,1400,1700,2.25,290000.0
2390,8,2390,1540,3.0,519500.0
1810,7,1400,1934,1.75,450000.0
4490,12,4490,2710,3.5,3120000.0
1620,7,1620,2070,1.0,265000.0
2640,8,2640,2150,2.5,359000.0
2870,10,2510,2870,3.75,2000000.0
3250,8,2030,2970,2.5,1050000.0
800,6,800,1310,1.0,402500.0
1360,7,1360,1570,1.75,450000.0
1950,7,1130,1670,2.25,262500.0
1970,8,1970,1790,2.25,285000.0
2020,7,2020,2170,2.5,290000.0
2280,8,2280,1640,2.5,752500.0
3540,10,3540,3540,2.75,820000.0
1560,8,1560,1310,2.5,292000.0
750,6,750,1430,1.0,213000.0
2240,7,2240,1060,3.0,400000.0
590,6,590,980,0.75,202000.0
690,7,690,1690,0.0,484000.0
1580,7,1080,1650,2.0,617450.0
1040,7,1040,1170,1.0,250000.0
1880,7,960,1580,1.75,405000.0
1070,7,1070,1300,1.0,325000.0
1860,7,1040,1490,3.0,301350.0
1550,7,1050,1370,1.75,425000.0
1860,8,1470,1770,1.0,460000.0
3090,10,3090,3410,2.5,938000.0
1720,8,1320,2200,1.75,348000.0
1260,7,1260,1720,1.0,435000.0
1120,7,1120,1790,1.5,227950.0
1250,6,900,1520,1.0,425000.0
1810,7,1810,1518,2.0,550000.0
1890,8,1890,2000,2.5,347500.0
2020,7,1620,1870,1.75,397000.0
1790,7,1490,1870,1.75,410000.0
3190,10,3190,3230,3.5,780000.0
3030,9,2700,1890,3.25,1350000.0
1630,7,1630,1690,2.25,476000.0
1180,7,1180,2780,1.75,390000.0
1560,7,1560,1560,2.0,226500.0
1340,7,1340,1370,2.0,495000.0
2590,9,2590,2780,3.25,1500000.0
1020,6,880,1800,1.0,385000.0
2370,9,2370,2990,2.5,535950.0
3170,10,3170,3360,2.5,910000.0
1120,7,1120,1620,1.0,465000.0
1440,8,1440,2190,1.75,495000.0
2170,6,1470,1030,2.0,250000.0
3490,10,2280,2540,2.25,1225000.0
1970,7,1970,1880,2.25,400000.0
2780,10,2780,2980,2.5,715000.0
2250,8,2250,1970,2.0,342000.0
1340,7,1340,1980,1.75,420000.0
1400,7,1400,1600,1.0,148226.0
1510,7,1010,1510,1.0,313000.0
1320,7,1320,1320,1.0,150000.0
820,7,820,1670,1.0,150000.0
1080,6,1080,1200,1.0,230000.0
840,7,840,1340,1.0,389100.0
2070,8,1360,2180,2.25,645000.0
1520,7,990,1500,1.0,310000.0
1210,8,1210,1540,1.75,351358.0
3810,10,3810,2110,2.75,1700000.0
5370,10,5370,3780,3.5,1565000.0
1540,8,1540,2970,2.0,850000.0
2310,9,2310,2410,2.5,470000.0
1870,8,1870,1690,2.25,770000.0
1840,8,1340,1940,1.75,366000.0
2060,8,2060,2230,2.5,545000.0
1010,7,1010,1550,1.0,205000.0
1020,7,1020,1430,1.0,405000.0
2220,7,1270,2220,2.5,467000.0
1050,7,1050,1650,1.0,392500.0
3030,9,2360,3030,2.75,901000.0
1800,7,1300,1800,1.75,500000.0
1860,7,1860,1870,2.5,384950.0
4070,11,4070,3020,3.5,1700000.0
860,7,860,1100,1.0,245000.0
3080,9,3080,2480,2.25,1165000.0
1280,6,1280,1150,1.5,184500.0
1540,8,1540,1590,2.0,269000.0
1530,8,1530,1530,2.5,570000.0
2350,8,2350,2240,1.75,850000.0
920,6,920,920,1.0,209000.0
1840,5,1840,2160,1.75,327000.0
1650,7,1100,1650,1.5,369500.0
1760,7,1230,1590,1.75,440000.0
3290,10,3290,3170,2.25,947500.0
1270,7,1270,2140,1.0,510000.0
1600,7,930,1590,2.0,385000.0
2670,8,1400,1890,3.0,370000.0
1960,7,1960,1960,1.5,660000.0
3300,9,2520,2130,4.25,729000.0
2000,8,2000,1820,1.75,440000.0
2360,8,2360,1730,2.5,445000.0
1430,7,1430,2320,1.0,460000.0
2330,9,1300,2330,3.0,516000.0
2060,7,2060,2060,2.5,343888.0
2240,7,2240,1540,1.75,500000.0
2330,8,1330,2330,1.75,465000.0
2180,7,2180,1880,2.25,302000.0
1280,6,1280,1020,1.0,195000.0
2140,8,2140,2310,2.5,640000.0
2890,8,1630,2730,2.5,502000.0
1480,8,1480,1650,2.5,360000.0
1680,7,1680,1420,2.5,290500.0
2163,7,2163,1700,3.0,248000.0
2280,7,2280,2280,2.5,433000.0
820,7,820,1290,1.0,480000.0
1330,7,1120,1920,1.0,410000.0
2310,7,2310,1980,2.75,309950.0
1290,7,1290,1290,2.0,253000.0
1630,7,1630,2090,1.75,280000.0
1410,7,1410,1330,1.0,440000.0
1240,7,1240,1600,1.75,333000.0
3100,9,3100,2250,2.5,759950.0
2020,7,2020,1460,2.25,345000.0
2500,8,2500,2500,2.5,350000.0
790,7,790,1430,1.0,198000.0
2040,7,1340,2120,1.75,730000.0
1430,7,1430,1590,1.5,266200.0
2250,8,2250,2660,2.5,1060000.0
1070,6,1070,1360,1.0,95000.0
1300,8,1300,1700,1.75,430000.0
2560,7,2560,1860,2.25,650000.0
2190,8,2190,2300,2.5,379900.0
940,7,860,1302,1.5,325000.0
1740,7,1170,1980,2.25,455000.0
2220,6,1330,1490,3.75,392000.0
1310,7,1310,1530,1.75,373000.0
2710,8,1910,2060,3.0,951250.0
1300,7,1300,1520,2.0,502000.0
1940,7,1940,1860,2.0,362500.0
1080,7,1080,1790,1.0,525000.0
2110,7,1420,1890,2.5,580000.0
1590,7,1170,1590,2.25,278000.0
910,7,910,1450,1.0,422500.0
1590,7,990,2190,2.0,783200.0
3290,9,3290,3240,2.5,715000.0
2010,8,1390,1690,2.5,472217.0
2060,7,2060,2060,2.5,244615.0
1560,6,780,1320,1.75,385000.0
1120,7,1120,1300,1.0,549995.0
3550,11,3550,4340,3.75,959900.0
3300,8,3300,2470,4.5,510000.0
2000,7,1200,1580,1.75,367000.0
2680,8,1810,1860,3.0,375000.0
1290,8,1290,1350,2.25,500000.0
1290,8,1290,1350,2.25,489000.0
1150,7,800,1060,2.0,340000.0
1880,7,940,1930,1.75,562000.0
2400,9,2400,2980,2.5,489950.0
1920,8,1560,2040,2.25,652000.0
4350,8,2870,2490,3.25,472000.0
1910,6,1910,2590,2.5,333000.0
2000,8,2000,1890,1.5,560000.0
3290,10,2220,2990,3.5,799000.0
3480,8,3480,3130,2.25,860000.0
2410,9,2410,2780,2.5,449500.0
2820,10,2820,2770,3.0,692500.0
2710,9,1430,2640,1.75,925000.0
2080,7,1550,2080,2.25,267500.0
2200,8,2200,2480,2.5,396800.0
1180,7,1180,1800,1.5,220000.0
2120,9,1720,2240,1.75,892500.0
1460,7,1460,1690,2.0,455500.0
2110,8,2110,2560,1.75,743000.0
1790,6,1790,1660,1.5,338000.0
1340,7,1340,1370,1.75,332000.0
2460,7,1370,1680,1.0,563225.0
3760,11,3760,3360,3.5,1150000.0
1240,7,1000,1480,1.0,645000.0
2750,9,2560,2370,2.5,739000.0
2530,9,2530,2450,2.5,435000.0
3200,9,2650,2400,2.25,995000.0
2020,7,1350,1690,2.75,520000.0
3030,7,2030,2600,2.5,400000.0
2350,7,1510,2190,1.75,440000.0
1690,7,1230,1690,1.5,440000.0
1280,7,1280,2020,1.0,738000.0
1170,7,1170,2220,1.5,250000.0
2700,8,2700,2420,2.25,338150.0
1800,7,1280,1960,2.25,425000.0
3670,10,3670,2900,2.5,883000.0
2350,7,2350,2270,2.0,510000.0
3100,9,3100,3480,1.75,950000.0
1120,7,1120,1720,1.0,435000.0
1900,7,1130,1690,1.5,415000.0
1350,9,870,1440,2.5,439000.0
1410,7,960,1400,1.0,295832.0
1560,7,1560,1550,1.75,285000.0
1090,7,1090,1540,1.5,350000.0
1465,7,1050,1480,2.75,489000.0
1790,7,1390,1810,2.25,304500.0
1300,7,1300,1770,1.5,288000.0
1920,8,1440,1820,1.75,417000.0
1420,8,1040,1500,3.0,615000.0
3760,9,2820,3000,3.5,730000.0
930,8,930,1160,1.0,178500.0
1580,7,1050,1710,2.0,300000.0
2170,7,1350,1880,2.5,415000.0
2040,8,2040,2280,1.75,452500.0
3430,11,3430,4080,2.75,1010000.0
2160,9,2160,2300,2.5,653000.0
2060,8,1360,2060,2.25,715000.0
1410,7,1410,1820,1.75,541000.0
1850,7,1850,1730,1.5,245000.0
1370,7,1370,1610,1.0,547000.0
3330,10,1740,2780,2.75,750000.0
1970,8,1570,1970,2.5,575000.0
1310,6,1310,2622,1.75,216000.0
1640,6,1640,1580,1.75,443000.0
1600,7,1600,1530,2.25,257700.0
1230,7,1230,1230,1.0,278000.0
2240,7,2240,2619,2.5,300000.0
2190,8,2190,2190,2.5,269100.0
990,7,990,1820,1.0,402500.0
1010,7,1010,1210,1.5,306888.0
2920,10,2920,2840,2.5,795000.0
2310,9,2310,2310,2.5,525000.0
3470,10,2560,3590,2.5,1050000.0
1220,6,880,1220,1.0,452000.0
1550,7,1550,1740,2.25,350000.0
2070,8,2070,1250,2.5,410000.0
2060,7,1180,1730,1.75,595000.0
1690,7,1690,2330,2.5,499000.0
2550,8,2550,2550,2.5,340000.0
3370,10,3370,2040,3.25,1065000.0
2230,8,2230,2060,3.0,460000.0
2382,8,2382,2382,2.5,345000.0
1620,7,1620,1470,2.25,280500.0
1140,7,1140,1800,1.0,704000.0
2140,8,2140,2380,2.5,545000.0
1900,7,1900,1410,1.5,335000.0
3370,10,1860,2730,3.0,1325000.0
2300,7,1430,2070,2.75,420000.0
2040,7,1160,2040,2.0,705000.0
1840,7,1210,1620,1.75,274900.0
2860,8,2190,2860,2.5,499950.0
1400,7,1400,1730,1.5,415250.0
990,7,990,990,1.0,222000.0
3120,7,2150,2100,2.0,375000.0
1640,7,1640,1850,2.5,300000.0
2820,7,1540,1640,1.75,456700.0
1970,8,1970,2140,2.75,925500.0
2840,8,1470,2570,2.5,375000.0
2370,9,2370,2450,2.5,420000.0
2610,8,2610,2460,2.5,575000.0
1340,6,670,1520,2.0,335000.0
1300,7,1300,1540,2.0,428000.0
3340,8,2060,2400,2.5,655000.0
2630,9,2630,2880,3.0,738000.0
1960,7,980,1410,1.75,415000.0
1090,6,790,1050,1.0,392000.0
1550,7,1050,1550,1.0,555000.0
1770,7,1770,1550,2.5,260000.0
1390,6,1390,1350,1.0,392500.0
2979,11,2979,3890,2.5,912000.0
830,6,830,1170,1.0,135000.0
1560,7,1400,2210,2.75,500000.0
1360,7,1050,1580,1.5,238000.0
1650,7,860,1940,2.0,251000.0
1510,8,1510,1740,1.75,406500.0
3010,9,3010,2690,2.25,433495.0
1510,7,1150,1510,2.25,265000.0
1950,8,1520,1950,1.75,360000.0
1800,7,950,1290,1.0,425000.0
2810,7,1510,2520,2.75,450000.0
1760,7,1760,1400,1.75,449900.0
2040,8,2040,2230,2.5,345000.0
1690,7,1690,2050,2.0,612500.0
1530,8,1530,1850,1.75,317000.0
1810,8,1310,1400,1.5,585000.0
1180,7,1180,1480,1.75,455000.0
4090,11,4090,4290,4.0,1035000.0
2250,8,2250,1850,2.25,497000.0
1070,7,1070,1520,1.75,226750.0
1820,7,1220,1650,2.0,385000.0
1080,5,1080,1370,0.75,205000.0
2760,9,2760,2810,2.5,745000.0
2550,8,2550,2380,2.5,371000.0
2080,8,2080,2000,2.5,545000.0
1280,7,1280,1390,1.0,443000.0
950,7,950,1080,1.0,287000.0
1050,7,1050,1430,1.0,194000.0
1800,7,1800,1230,1.0,265000.0
3840,9,2110,3500,2.75,1135000.0
3674,9,3674,3220,3.25,699950.0
1710,7,1710,2030,1.0,433000.0
910,6,910,1360,1.75,200000.0
1340,7,1340,1440,1.5,289571.0
2340,8,1720,2370,2.75,440000.0
1510,7,1120,1700,1.5,400000.0
2630,8,2630,1770,2.5,589000.0
3100,9,3100,2370,2.25,850000.0
940,7,940,1210,1.0,520000.0
1370,7,1200,1800,2.25,555000.0
2480,7,2480,2480,2.5,470000.0
1068,7,1068,1078,1.5,207000.0
2390,8,1620,2390,2.75,379750.0
2170,7,1270,1750,1.75,709000.0
1520,7,1160,1580,2.5,240000.0
2210,8,1650,1840,1.5,445500.0
3200,8,1600,2640,2.5,1308000.0
1160,7,1160,1440,1.5,210000.0
2670,8,2670,2820,2.5,603000.0
2520,10,2520,2680,2.5,720000.0
760,5,760,1040,1.0,92000.0
1310,7,1310,1270,1.75,600000.0
2750,8,1380,2460,2.5,725000.0
1790,7,1270,1790,2.25,409950.0
1790,8,1790,1680,2.5,515000.0
2400,8,1800,2440,2.5,495000.0
2420,9,2420,2390,2.25,998000.0
1710,8,1710,2050,1.75,630000.0
2000,8,1320,2000,1.75,410000.0
1580,8,1580,2630,2.25,602000.0
2310,8,1310,2820,2.75,750000.0
3580,10,2370,2580,3.0,711600.0
4320,11,3190,4010,4.0,1050000.0
2560,9,2560,2820,2.5,700500.0
3220,10,3220,2650,2.5,710000.0
1660,7,1010,1660,2.0,250000.0
2420,7,1620,1660,1.75,350000.0
2870,7,1520,1380,3.5,475000.0
830,6,830,1150,1.0,200000.0
1710,7,1040,1780,2.25,450000.0
2600,7,2600,2330,2.5,316000.0
670,5,670,1050,1.0,310000.0
1500,7,1500,1510,1.5,392000.0
1460,8,1460,1400,3.25,521000.0
1540,7,960,1860,2.0,495000.0
1250,7,1250,1340,1.75,209000.0
2230,9,2230,2510,2.0,809950.0
1800,7,1420,1620,1.75,400000.0
2400,8,1530,1710,2.5,415000.0
2370,8,2370,2110,2.0,411000.0
1830,7,1230,2020,2.0,825000.0
1480,8,1480,1310,2.25,436000.0
2620,9,2620,2760,2.5,460000.0
1300,6,1300,1020,1.0,281000.0
3120,8,1660,2900,1.5,976000.0
2400,8,2400,2390,2.5,485000.0
1430,7,1430,1480,2.5,429000.0
2480,9,2480,2600,2.5,729000.0
2280,8,2280,2280,2.5,625000.0
1390,7,1390,1550,1.75,218500.0
1030,7,1030,1370,1.0,175000.0
1120,7,1120,1820,1.0,442500.0
1300,7,1300,1670,2.0,480000.0
2410,8,1540,2510,2.25,715500.0
1470,8,1470,1470,1.75,432500.0
4720,11,3210,3880,4.25,875000.0
2910,8,2910,1760,2.75,605000.0
5000,12,5000,4560,4.0,1688000.0
1690,7,1090,1950,2.25,318000.0
1000,7,1000,1100,1.0,311300.0
2400,7,1450,2400,2.75,325000.0
3330,9,2610,2810,3.5,795000.0
2060,8,1320,2060,2.25,558000.0
3090,9,3090,3610,2.5,370000.0
2350,8,2350,2350,2.5,598850.0
2180,8,2180,2440,2.5,515700.0
1870,8,1870,2040,2.5,458000.0
3530,10,3530,2960,2.25,583500.0
2460,9,2460,2460,2.5,653750.0
1650,8,1650,2000,2.5,299000.0
3480,8,2340,2020,3.0,532000.0
3176,9,2726,3470,2.75,819000.0
2420,9,2000,2400,2.25,945000.0
2260,9,2260,2400,2.5,608700.0
2380,8,1310,1810,2.0,812000.0
3400,8,1700,1890,2.5,464000.0
3770,10,3770,4000,2.5,950000.0
2672,8,2020,1720,2.5,700000.0
1180,7,1060,1630,1.0,435000.0
1810,7,1810,1710,1.5,229500.0
2610,8,2610,2810,3.0,1575000.0
1450,7,1180,1520,2.25,265000.0
1600,7,1600,1950,2.0,995000.0
2650,8,1680,2310,2.5,590000.0
2490,9,1490,2640,2.75,740000.0
850,6,550,2500,0.75,360000.0
1820,7,1300,1770,2.0,548500.0
1960,7,1090,1960,1.75,599000.0
2350,8,1800,2040,1.75,615000.0
1320,7,1320,1070,1.75,292000.0
3720,10,3720,3220,2.5,899000.0
2210,7,1030,1750,1.5,500000.0
1910,8,1910,2230,2.5,580000.0
2840,9,2840,2790,2.5,580000.0
1320,7,1090,1700,1.0,594000.0
2440,7,1420,2060,2.5,500000.0
2420,8,1680,2160,2.5,550000.0
1180,8,1180,1580,1.75,275000.0
1820,8,1820,1900,2.25,390000.0
3760,10,3060,2610,3.0,1250000.0
1560,7,1560,1560,2.25,250000.0
1790,8,1790,1700,2.5,405000.0
1430,6,1430,1050,1.0,213950.0
1390,7,1390,1740,1.5,232000.0
990,6,990,1060,1.0,207000.0
1880,8,1880,2260,1.75,310000.0
2520,9,2520,1130,2.5,540000.0
2060,7,1580,1160,1.5,750000.0
2150,8,2150,1940,2.5,392500.0
2500,8,1690,2130,2.5,305000.0
2390,9,2390,2360,2.5,735000.0
2400,8,2400,2120,2.5,575000.0
660,6,660,1000,1.0,175000.0
1580,7,1580,1590,2.5,291000.0
3250,10,3250,3240,2.5,791500.0
1880,8,1180,1780,2.0,475000.0
1190,7,1190,1410,1.0,238950.0
1280,8,1040,1280,3.5,470000.0
2380,8,1610,2540,1.75,420000.0
2040,8,2040,2150,2.5,440000.0
1440,8,1290,1640,1.75,656000.0
2120,7,2120,2280,2.5,559950.0
990,6,990,1650,2.0,600000.0
1710,7,1710,1310,1.0,255000.0
1840,7,1840,1510,1.5,210750.0
1150,7,1150,1890,1.0,485000.0
2250,8,2250,2180,2.5,390000.0
2460,8,1810,1820,2.5,405000.0
1540,7,1540,1920,1.0,462500.0
